,URL,TEXT,WIDTH,HEIGHT,similarity,punsafe,pwatermark,AESTHETIC_SCORE,hash
15611,http://www.iso100.com.au/wp-content/uploads/2015/01/iso100photography_banff_canada_2-950x600.jpg,"©Iso100 Photography: Mt. Rundle, Banff",950.0,600.0,0.34144482016563416,5.712093e-07,0.8638363,6.556876,127808999244349801
15645,http://alanhewittphotography.co.uk/wp-content/uploads/2019/10/holy-island-birds-of-prey-700x700.jpg,Eagle Owl Holy Island Alan Hewitt Photography,700.0,700.0,0.361564040184021,6.6048764e-05,0.07400233,6.5556087,6697999122274720963
15692,https://i.pinimg.com/736x/36/94/89/369489d338d7a079f440c1c464a3471f--ross-draws-princess-zelda.jpg,"Drawing Zelda for this week's episode! Wanted to continue the Legend of Zelda theme for another week ✨⚔ Patreon!(Video demos, tutorials, and Goodies :3) patreon.com/ross...",600.0,748.0,0.29668891429901123,0.0012094378,0.468482,6.551746,-3397659969227336166
15877,https://i.pinimg.com/736x/65/f3/de/65f3dee114a501f1f259e471c4b3bed8.jpg,Print Applehead Siamese Cat Art Print of a watercolor Painting Big Large Huge Cat Lover Gift Seal Chocolate Point Decor Traditional,570.0,724.0,0.32406172156333923,2.3188456e-07,0.39721367,6.5287123,-4562665301281596898
16010,https://picture-speak.com/wp-content/uploads/2019/12/Old-Saguenay-City-Bridge-Sketch-Image.jpg-600x798.jpg?378afd&378afd,Old Saguenay City Bridge Sketch Image,600.0,798.0,0.3351190686225891,1.0139009e-06,0.82069874,6.626067,5327401982688553866
16044,https://artist.com/photos/arts/big/the-color-of-distant-alleys-249010930.jpg,"THE COLOR OF DISTANT ALLEYS, Paintings, Impressionism, Cityscape,People, Canvas,Oil, By Valeriy Politov",850.0,655.0,0.3077912926673889,0.00011753261,0.18901722,6.539026,5750124414620101011
16068,https://lh4.ggpht.com/-84t5algbvHw/UQNkEtKqsjI/AAAAAAAAj04/xKDj0MKt9C8/john-salminen-1%25255B4%25255D.jpg?imgmax=800,"""Washington Square 37""""x33""""""",576.0,514.0,0.30646929144859314,7.014927e-07,0.042537905,6.683189,-761688858107501281
16103,http://gogmsite.net/_Media/1906_lady_caroline_willia-2.jpeg,1906 Lady Caroline Williamson,640.0,876.0,0.30126917362213135,1.44405185e-05,0.2051524,6.5018687,2551791569311137961
16164,https://lh3.googleusercontent.com/-cS3TGe7awTs/TcBZqjZh8nI/AAAAAAAAQ6g/0S7EN5_8ykg4KcMc9UYLxo_pqz1KZQVeACHMYBhgL/s800/Spell%2BOf%2BButterflies%2B-%2BMagic%2BAnd%2BSpells%2B-%2BMagical%2BPictures.jpg,"Spell Of Butterflies, Magic And Spells",800.0,602.0,0.30980825424194336,0.0011118948,0.3127547,6.5286775,1922774879631770479
16173,https://www.fujiarts.com/japanese-prints/r9/161r9d.jpg,Snow in the Grounds of the Fudo Shrine at Meguro by Hiroshige (1797 - 1858),600.0,600.0,0.32985439896583557,1.3995576e-05,0.14942493,6.7144804,2805891001834846510
16249,http://bullesdejapon.fr/wp-content/uploads/2015/02/docu-ghibli.jpg,the Kingdom of Dreams and Madness (Mami Sunada – 2013),600.0,600.0,0.3168103098869324,0.001078099,0.08628855,6.7183,2314482743928320636
16262,https://i.pinimg.com/736x/37/3a/83/373a83f311305d605ba38ac2fdd6aa0b--golden-globe-dress-golden-globe-award.jpg,Sofia Vergara.. Zac Posen gown with a Lorraine Schwartz necklace..,592.0,888.0,0.32801759243011475,0.9961219,0.041461557,6.5163465,-4932574180774706372
16276,https://www.dancehallreggae.com.au/wp-content/uploads/2018/06/1528221855_600x600bb.jpg,J Boog – Good Cry (feat. Chaka Demus),600.0,600.0,0.3070383667945862,0.00026488304,0.17935862,6.613968,392965956173375624
16289,https://blogs.elespectador.com/wp-content/uploads/2015/12/national-geographic-photo-of-the-day-internet-favorites-2015__880.jpg,national-geographic-photo-of-the-day-internet-favorites-2015__880,880.0,660.0,0.2828800082206726,2.7866914e-05,0.33512685,6.7126727,4458482338178378465
16434,https://wallpapertag.com/wallpaper/middle/3/d/b/660746-popular-floating-island-wallpapers-3840x2160-computer.jpg,"Fantasy Landscape, Bridge, Strawhat, Floating Island",825.0,550.0,0.31160688400268555,0.0016132295,0.16387054,6.6400166,3876985469803632435
16454,https://images.squarespace-cdn.com/content/528f3bc7e4b01bd9f8e5ddf0/1424432412602-54MENOPIAFWZY0GAQ7ZZ/Portrait+of+a+Gypsie+Girl%2C+India%2C+2014.jpeg?content-type=image%2Fjpeg,"Suman, Portrait of a Gypsie Girl, India, 2014",552.0,692.0,0.3590647578239441,0.00016951561,0.11074425,6.7818084,7777070837216603219
16464,https://i0.wp.com/harptimes.com/wp-content/uploads/2018/09/11.-Shoulder-Length-Wavy-Hairstyle.jpg?resize=564%2C752&,Long Hairstyles for Men - Shoulder Length Wavy Hairstyle - Harptimes.com,564.0,752.0,0.33545202016830444,0.00505507,0.25401917,6.540317,4703042039065643918
16471,http://2.bp.blogspot.com/-Fk6cWMVjx-E/VPbhDDxJK9I/AAAAAAAAVd0/EfW5IZtkYmA/s1600/2.%2BBright%2BBlue%2BPond%2BIn%2BJapan%2B-%2B18%2BBeautiful%2BFrozen%2BLakes%2C%2BOceans%2BAnd%2BPonds%2BThat%2BResemble%2BFine%2BArt.jpg,"2. Bright Blue Pond In Japan - 18 Beautiful Frozen Lakes, Oceans And Ponds That Resemble Fine Art",880.0,572.0,0.314589262008667,3.009265e-06,0.59622943,6.8431163,6308840296123354315
16481,https://images.fineartamerica.com/images/artworkimages/mediumlarge/3/night-lights-of-porto-dora-hathazi-mendes.jpg,Night Lights of Porto by Dora Hathazi Mendes,900.0,544.0,0.32296186685562134,1.3805526e-06,0.36184373,6.510272,-4669610886557548206
16490,http://p4.storage.canalblog.com/41/53/1413088/111654345.jpg,lords_of_the_wind_by_rhads-d7xquck,800.0,565.0,0.3495650291442871,1.7285181e-05,0.18129204,6.6354957,-8465863861069408997
16497,https://cdn2.outdoorphotographer.com/assignments/591482/assignment-346-nightscapes-kylebarendrick-0-1539144786-824x549.jpg,Yosemite Moonbow and Milky Way,824.0,549.0,0.3875672221183777,6.737895e-07,0.097464636,6.5940447,-6999755714765127224
16550,https://news.artnet.com/app/news-upload/2015/08/Eleanor-Xiniwe-Photo_600.jpg,"Eleanor Xiniwe, The African Choir. London Stereoscopic Company, 1891. Courtesy of © Hulton Archive/Getty Images.",600.0,846.0,0.33387938141822815,5.411901e-06,0.54650265,6.7073226,-640409334224237631
16597,https://cdn.gallerix.asia/sr/L/1524061836/3206996.jpg,The Request. Edmund Blair Leighton,525.0,700.0,0.3458004891872406,4.7293986e-05,0.07390513,7.0735683,6203688331903729109
16825,https://cp16.nevsepic.com.ua/268/26798/thumbs/1461923169-89894183-11.jpg,Robert Hefferan (132 фото),539.0,700.0,0.3103249967098236,0.0003863871,0.20172024,6.7380195,4189701117396517291
17559,https://a.1stdibscdn.com/archivesE/upload/a_1052/1493051620074/HR_Ode_to_Aman_Creole_in_Red_Headdress_E2_l.jpg,E2 - Kleinveld & Julien Figurative Photograph - Ode to Aman's Creole with a Red Headdress,546.0,768.0,0.3104168772697449,8.478289e-05,0.3124138,6.923507,-5368465838343130004
17756,https://i.pinimg.com/736x/48/97/c8/4897c80b06336613613294ea92f44850.jpg,#prinses #maxima #koninginmaxima #vosten #royalty #koningshuis #schilderij #portret #portrait #portretopdracht #olieverfportret #olieverfschilderij #portraitpainting #oilpainting #kunst #art #pastelart #portraitart #famouspeople #actress# #drawing #painting #faces #closeup #portretten #olieverfportretten #oilportraits #galerie #design #modernart #hyperrealisme #realismportrait #realistischekunst #realismart #pastelportret #saskiavugts #staatsieportret #bekende #gezicht #olieverf…,736.0,736.0,0.3403799831867218,0.0011722744,0.2153094,6.6082397,-7808753806009251696
17781,http://121clicks.com/wp-content/uploads/2016/07/7%20-%20Trevor%20Cole.jpg,"Crowd 4th / Expert 6th: 'Nature's symmetry' by Trevor Cole - Location: Alberta, Canada",900.0,601.0,0.3024788498878479,8.5525295e-07,0.39132613,6.6614466,-5818724167104342095
17794,https://stephaniehuesler.files.wordpress.com/2019/06/construction-charles-c-ebbets-tee-time-copyright-bettmann-archives-corbis.jpeg,"Construction - Charles C Ebbets, Tee Time, copyright Bettmann Archives, Corbis",800.0,667.0,0.3402132987976074,8.6038075e-05,0.38035932,6.7183695,6669343026187889147
17822,https://uploads0.wikiart.org/images/vilhelms-purvitis/winter-1910.jpg!Large.jpg,"Winter, 1910 - Vilhelms Purvitis",750.0,515.0,0.3253744840621948,4.327031e-08,0.2182054,7.055169,402950607963901878
17941,https://www.breachbangclear.com/wp-content/uploads/2019/03/Lighthouse-Program-Phare-du-Petit-Minou-Brest-France-photo-by-Alexander-Riek.jpg,Phare du Petit Minou lighthouse by Alexander Riek,880.0,594.0,0.3256107270717621,5.582165e-06,0.037418604,6.7246513,3187855417594696918
17953,https://drscdn.500px.org/photo/17146341/m%3D1170/07f03399abe6a908b136c18c5b5e81c0,Photograph forgotten hope by Adam Dobrovits on 500px,900.0,600.0,0.31973379850387573,1.3804414e-05,0.22125913,6.5490313,6831959677373737136
18022,https://m.psecn.photoshelter.com/img-get2/I0000XvH1398nnTw/fit=1000x750/g=G0000mMIilIwYqOs/COAST-SUNSET-121623.jpg,"Rainbow Sunset, Gerringong, NSW, Australia",782.0,750.0,0.3497370779514313,1.0783089e-05,0.10512853,6.5972657,-1362278159368272283
18099,https://images.squarespace-cdn.com/content/55b79d4ae4b07aaacf9d9ad7/1498844348140-JCPI5T9TF6E7MZL0T5DI/The+Wilds+of+Aquetong+Creek20x30FRDKBackhaus72DPIIMG3555.jpg?content-type=image%2Fjpeg,"""""""""""""""The Wilds of Aquetong Creek"""""""" 20"""""""" x 30"""""""" oil  Highlands Art Gallery  SOLD""""""",864.0,622.0,0.2949385941028595,2.1481023e-07,0.08901471,6.732907,3627448110017662156
18120,https://i1.wp.com/immigration.ca/wp-content/uploads/2017/04/TOP-10-INVITED-CANDIDATES-BY-COUNTRIES-OF-RESIDENCE-1024x576.jpg,TOP 10 INVITED CANDIDATES BY COUNTRIES OF RESIDENCE,1024.0,576.0,0.37765324115753174,2.4698444e-05,0.60836047,6.5646873,-1499635970774336364
18164,https://www.enmerkar.com/wp-content/uploads/2013/03/1360329564_entrance_to_the_sacred_tree_ii_by_industrial_forest-d50ss9q.jpg,entrance_to_the_sacred_tree_ii_by_industrial_forest,900.0,620.0,0.3047591745853424,0.001476258,0.15525189,6.691034,1803099940770881598
18386,http://cfile21.uf.tistory.com/image/13619D1349D1805D43F9CB,Song ji hyo frozen flower 5,600.0,900.0,0.3125917613506317,0.025440753,0.15774672,6.6149673,-7877146015348479265
18388,https://images.beastsofwar.com/2021/07/72913875-9149E568-7A48-4235-8B46-CE6DD20FDAA9-999.jpeg,"A City: Frozen, Cursed, and Ruined?",999.0,529.0,0.2923053205013275,0.00029322505,0.026442176,6.572466,-2250300031363877515
18407,https://i.pinimg.com/736x/dc/26/a1/dc26a1b580ffb0188b700a46cde396d0--painting-illustrations-art-paintings.jpg,Architecture Drawing Colour,736.0,613.0,0.302465558052063,1.4193021e-06,0.08035877,6.72276,-1796679646909358979
18428,https://i.pinimg.com/736x/9e/0b/4e/9e0b4e2bec926b1b112c8579afc1366f.jpg,Charming Paintings Of South Korea's Convenience Stores by Me Kyeoung Lee. #southkorea #painting #conveniencestores,650.0,512.0,0.4306611716747284,1.9895728e-05,0.4545754,6.539058,8445311764413483560
18430,http://cdn.tsrus.cn/1960x-/all/2014/0103/35477/7.jpg,The art works placed in these galleries gave rise to the Imperial Museum's collections. / Interiors of the Small Hermitage. Gallery of views of Saint Petersburg,520.0,700.0,0.34074667096138,4.6425168e-07,0.056565754,6.5648203,-5438242830508287534
18431,https://cinemagazine.nl/wp-content/uploads/aeronauts_the.jpg,Recensie The Aeronauts Cinemagazine,900.0,600.0,0.3304239809513092,0.00032907724,0.10433295,6.566863,8109769367819513222
18586,https://stuckincustoms.smugmug.com/Portfolio/i-5RQ2Dcx/0/900x587/Walking%20in%20the%20White%20Sands-900x587.jpg,White Sands At Sunset,900.0,587.0,0.33673298358917236,1.2004045e-05,0.2005833,6.670836,-5617363521037747629
18830,https://blog.olx.ua/wp-content/uploads/2015/09/192.jpg,old abandoned staircase,880.0,572.0,0.3011275827884674,3.883975e-06,0.1119381,6.638107,-1645688714392044885
19047,https://www.twocranesgallery.com/wp-content/uploads/2019/10/kitsune-2019-web-600x847.jpg,A nine tailed fox that has assumed the shape of a beautiful young woman sits beneath a full autumn moon.,600.0,847.0,0.30424964427948,0.014561623,0.5045833,6.5907955,-7134804464720000366
19279,https://i.pinimg.com/736x/0c/6f/50/0c6f5005b75efa3fc4a52aae1ea76386.jpg,Watercolor Portrait Painting | Mesmerizing Examples Of Traditional & Digital Watercolor Paintings ...,736.0,552.0,0.312419593334198,0.0075939,0.06838717,6.611297,5462819870002486213
19334,https://www.paintinghere.com/UploadPic/Philip%20Craig/big/Tuscan%20Valley%20View.jpg,Tuscan Valley View painting - Philip Craig Tuscan Valley View art painting,700.0,575.0,0.37486782670021057,1.1659116e-06,0.035099603,6.6154194,-639161089943427760
19454,https://sr.gallerix.ru/F/53080/917.jpg,A Storm Passing Off on the Coast of Merionethshire. Anthony Vandyke Copley Fielding,800.0,541.0,0.3251740634441376,5.732331e-06,0.06817637,6.646902,3251606003720331809
19465,https://i.pinimg.com/originals/55/43/c3/5543c3273da1738116be12baea2a53dd.jpg,Carl Vilhelm Holsoe Girl In An Interior 19th Century Classic Art Art Reading Art,640.0,548.0,0.3271516263484955,2.6281616e-06,0.015518933,6.7282715,-8271686485795529238
19526,http://fineartimages.dailypaintworks.com/auction_8788c248-91f0-4254-9f7c-cdd6add014af.jpg?imageVersion=,"""""""Pitcher and Grapes"""" original fine art by Linda Jacobus""",640.0,800.0,0.3464983105659485,1.7125291e-06,0.20166269,6.5018744,7224620335828247003
19557,http://lh3.googleusercontent.com/001KfrvNEhtZrLOK2bUTlvIW9tdGRd4d0_TAdoyzXatoP5dlgIsG8Eh8Q6PchPThF2cut62T1FJsClLXrhj7GFyn=s900,Mengening Beach by Agoes Antara - Landscapes Waterscapes ( beach waterscape landscape sunset sunrise wave cloud sune ),900.0,600.0,0.3029730021953583,5.505846e-06,0.63171136,6.6578856,-1405885330895512829
19655,https://www.picsgen.com/wp-content/uploads/2015/12/rain-street-photography-glass-raindrops-oil-paintings-eduard-gordeev-6.jpg,rain street photography glass-raindrops oil-paintings eduard-gordeev 6,880.0,583.0,0.337461918592453,7.047435e-05,0.20029444,6.5237336,-3618013909538564061
19719,https://i.kinja-img.com/gawker-media/image/upload/t_original/fkcbbyydbpbcjh55yqz5.jpg,Tips For Playing Divinity: Original Sin 2,1000.0,560.0,0.29665857553482056,0.0130058825,0.092415854,6.539592,5048200110125671845
19722,https://www.thefashionisto.com/wp-content/uploads/2015/06/Harry-Goodwins-August-Man-2015-Fashion-Editorial-005.jpg,Harry Goodwins is 'The Drifter' for August Man Fashion Editorial,800.0,526.0,0.3142574727535248,1.2794664e-05,0.088720925,6.6602287,1668089553546996335
19746,https://artblart.files.wordpress.com/2019/03/erwin-olaf-rain-the-ice-cream-parlour-2004-web.jpg?w=655&h=656,"Erwin Olaf (Netherlands, b. 1959) 'Rain, The Ice Cream Parlour' 2004",655.0,655.0,0.3482224643230438,3.2260465e-05,0.11263354,6.684672,8333151271570448044
19780,https://i.pinimg.com/736x/32/2d/ce/322dcecf0312cc1ab8dc78a6dd37e526--cloud-city-cities.jpg,"""""""""""""""I didn't have to limit myself."""""""" – Ralph McQuarrie""""""",736.0,552.0,0.2924525737762451,0.00032520294,0.23452266,6.588493,9167802911404591087
19802,https://cdn.powered-by-nitrosell.com/product_images/19/4673/large-christmas%20train.jpg,Christmas Train.Cobble Hill 350pc Christmas Train Family Puzzle,800.0,600.0,0.316072016954422,9.7549855e-06,0.19343449,6.6931963,1088742889399227497
19903,https://wizard-systems.typepad.com/.a/6a00e54f9e845b88340263e97c05ec200b-800wi,November watercolor workshop night scene demo painting by tim wilmot,800.0,579.0,0.3244418203830719,1.5436631e-06,0.15608099,6.9191275,2976246957304544123
19966,https://sr.gallerix.ru/_EX/954139138/433506.jpg,Edgar Melville Ward - The Coppersmith. Metropolitan Museum: part 4,578.0,700.0,0.3204122483730316,7.901003e-06,0.0760822,7.2950554,6386971448298515398
20095,https://barbarastroud.files.wordpress.com/2017/02/thunderhead-riders-by-mark-maggiori-24x30-oil.jpg?w=640&h=512,thunderhead-riders-by-mark-maggiori-24x30-oil,640.0,512.0,0.3134380280971527,1.7773495e-05,0.123850584,6.7286267,3044759600342396031
20123,http://wombart.net/wp-content/uploads/2016/06/ELENA-KATSYURA-THE-COURTYARD-OF-ARCHING-WINDOWS.jpg,ELENA KATSYURA - THE COURTYARD OF ARCHING WINDOWS,589.0,594.0,0.3124517500400543,4.8295035e-05,0.06485882,6.881458,924423436140265105
20125,https://thebishopstower.com/wp-content/uploads/2020/10/mulan.jpeg,Confronting+Mulan%3A+Why+You+Should+Pause+Before+Watching+Disney%E2%80%99s+Newest+Live-Action+Release,623.0,651.0,0.3136444389820099,0.0006905496,0.30924368,6.739909,80707070298929988
20130,https://img.theculturetrip.com/768x/wp-content/uploads/2016/07/25347810032_65b396f93d_k.jpg,View from Echo Point of the 'Three Sisters' in the Blue Mountains | © Andrii Slonchak / Flickr,768.0,513.0,0.35605525970458984,9.059564e-06,0.13885005,6.5523286,-6108403447408377621
20199,https://dqhvdmwzk0rbb.cloudfront.net/pyl_showcase/1a28_1583856184031020.jpg,Personalized oil painting of a beautiful bride,800.0,666.0,0.36154261231422424,0.00023972988,0.90036994,6.68392,5094508133331961030
20233,https://www.buzznicked.com/wp-content/uploads/2019/02/honey-hunters-andrew-newey-5.jpg,The Ancient Art Of Death-Defying Honey Hunting In Nepal (35 Pics),880.0,587.0,0.2819161117076874,0.00010868974,0.047099095,6.5174127,-8883962325352715933
20254,https://render.fineartamerica.com/images/rendered/default/print/8.000/7.125/break/images/artworkimages/medium/1/moyie-river-dalas-klein.jpg,Landscape Art Print featuring the painting Moyie River by Dalas Klein,599.0,532.0,0.326100617647171,5.0297444e-07,0.08105191,6.56647,-8259843144785873322
20276,https://www.erinhanson.com/Content/InventoryImages/Erin-Hanson-Layers-of-Gold-2.jpg,Paso Robles wine country landscape summer gold colors - impressionist oil painting by Erin Hanson,800.0,556.0,0.3641168177127838,2.7918463e-07,0.19353099,6.5062313,4733207350605218058
20312,https://lh3.googleusercontent.com/-n0Id5_JUlt4/UaIN3rrKhuI/AAAAAAABC8o/2hRkah5GDSo/s900/Arthur%2520Streeton%2520-%2520The%2520Harbour%2520from%2520Mosman%25201926.jpg,Arthur Streeton - The Harbour from Mosman 1926,900.0,561.0,0.35438886284828186,2.5779577e-06,0.44967484,6.703983,2979051611514833722
20468,https://cdn.trendhunterstatic.com/thumbs/martin-sat.jpeg,Abstractly Compounded Portraits,600.0,553.0,0.3081497550010681,0.00028446317,0.5286304,6.68828,-6703854465687380347
20475,https://i.pinimg.com/736x/7f/16/aa/7f16aa5bed7f30c6251eb514fc3fe7a1--william-russell-flint-street-image.jpg,"""""""'Early Morning ' Original watercolour 'Mother and Daughter, Vaunavey' by Sir William Russell Flint (London, 1880-1969), signed lower left. Inscribed with title verso, depicting two women seated at the village well, other women on street. Image size 20"""""""" x 27""""""""""""""",736.0,545.0,0.30942660570144653,4.8820436e-07,0.034580436,6.793134,-3089021139332726379
20501,https://images.squarespace-cdn.com/content/53c54574e4b046e5507a54a7/1537800637977-MKHBVZ9Q4SB2MPFPKP2M/Louise+Kwon-Painting-Visual+Atelier+8-Art-6.jpg?content-type=image%2Fjpeg,Louise Kwon-Painting-Visual Atelier 8-Art-6.jpg,550.0,548.0,0.3143508732318878,0.0006277561,0.5857511,6.5193696,4337798483254223986
20512,https://www.fujiarts.com/japanese-prints/yoshida/ryogokuf.jpg,"From the Ryogoku Bridge, 1939 by Toshi Yoshida (1911 - 1995)",880.0,655.0,0.34916943311691284,1.3958048e-06,0.65085477,6.687316,-6337104275716062508
20574,https://4.404content.com/1/82/07/1576883443862078757/fullsize.jpg,Charles Courtney Curran Tutt Art@,700.0,623.0,0.3254585862159729,2.0030739e-06,0.040072672,6.769707,3647050725667658486
20582,http://www.pondly.com/wp-content/uploads/2013/09/Georgy-Kurasov-Artc.jpg,Georgy-Kurasov-Art,602.0,600.0,0.341280072927475,0.00648129,0.16542579,6.6991425,6770911276880043884
20594,http://webneel.com/sites/default/files/images/project/Mary-Jane-Ansell-Paintings%20(5).forblog.jpg,Mary Jane Ansell Paintings (5),660.0,660.0,0.34280991554260254,0.0005957782,0.28267327,6.8879714,3869855651297462846
21150,https://visualelsewhere.files.wordpress.com/2016/08/1-2.jpg?w=950&,"Eugène Galien-Laloue – private collection. Title: Le marché au fleurs place de la Madeleine à Paris. Date: c. 1910-1930. Materials: gouache. Dimensions: 18 x 30.5 cm. Sold by Hôtel des Ventes d'Enghien in Enghien-les-Bains, on May 29, 2011. Source: http://www.callaghan-finepaintings.com/art/ip/Eugene-Galien-Laloue/la-Madeleine/201/1.jpg?w=1000. I have changed the contrast of the original photo.",950.0,572.0,0.3052402436733246,1.1208277e-05,0.062307965,6.804467,2293090926918201056
21155,https://cdn.shopify.com/s/files/1/1255/5779/products/Enderby_530x@2x.JPG?v=1485075720,"Broad Street, Enderby by Andy Shore",635.0,900.0,0.3254120647907257,2.5153902e-06,0.15153074,6.5794787,-3216543579740137406
21272,http://img2.etsystatic.com/000/0/5245098/il_570xN.206525190.jpg,evening dress in cyan green inspired by ancient Rome,570.0,859.0,0.31638962030410767,0.26928583,0.19802226,6.502787,-1160342154178041556
21404,https://i.pinimg.com/736x/2e/91/13/2e91131380d5963f3a42601a01cbf87d--redhead-girl-photographs.jpg,Hyper-Realistic Portrait of Redhead Girl Drawn with Bic Pens   DeMilked,605.0,537.0,0.40457960963249207,0.00010459401,0.20417711,6.668956,3987363006452776796
21406,https://livingnomads.com/wp-content/uploads/2016/03/blue-streets-of-chefchaouen-photos-village-morocco-10.jpg,Pictures of chefchaouen morocco,880.0,580.0,0.3327764868736267,4.948409e-05,0.05622039,6.538778,-4398817611529034771
21486,https://photos.smugmug.com/Landscapes-of-Switzerland/i-mmvn3x6/0/ce0cdb40/L/blend_final_finitions_high_pass-L.jpg,view of the Emmental countryside,800.0,600.0,0.314596951007843,6.5969098e-06,0.06828135,6.5129585,382744293692174190
21566,https://rceliamendonca.files.wordpress.com/2013/03/achille-beltrame-1871-1945-lady-with-lilies_thumb.jpg?w=582&h=743,Achille Beltrame (1871-1945) Lady with lilies,582.0,743.0,0.30413737893104553,0.00023010373,0.2566564,6.5487695,-3283628713831865138
21731,https://media1.fdncms.com/inlander/imager/u/mobilestory/12473391/film2-1-aac831c97a4d0ce8.jpg,"If you love literature, period pieces and all things very, very British, The Bookshop might click for you.",900.0,600.0,0.2932755649089813,4.1410538e-05,0.17087917,6.668271,-6206989220617950727
21744,https://www.pengal.com/media/filter/large/img/ipd0605.jpg,Pino Daeni Angel From Above,601.0,800.0,0.3309187889099121,0.00011165384,0.18016157,6.555479,-1453729839188224877
21806,https://exclaim.ca//images/joanna4.jpg,"""Joanna Newsom Calls Out Spotify's """"Cynical and Musician-Hating System""""""",745.0,521.0,0.3337174654006958,0.090739876,0.47147346,6.637934,-5645217925611299755
21879,https://static.straitstimes.com.sg/s3fs-public/styles/article_pictrure_780x520_/public/st_20151001_nytrl01_1723391.jpg,Ralph Lauren (far right) will hand over the reins of his company to Mr Stefan Larsson (right) next month.,860.0,573.0,0.35149097442626953,0.0025275648,0.07637526,6.599222,94321373152724907
21997,http://images.fineartamerica.com/images-medium-large-5/pathway-to-heaven-ronald-chambers.jpg,Seaside Pathway Digital Art,900.0,600.0,0.297591894865036,2.2247717e-05,0.0819905,6.607341,4447176249172222587
22032,https://s3-us-west-2.amazonaws.com/horizontravelpress.com/images/_wide/Alaska_Katmai-National-Park.jpg,Alaska_Katmai-National-Park,930.0,600.0,0.32940369844436646,1.9424995e-06,0.22587594,6.596939,314436591002018685
22087,https://upload.wikimedia.org/wikipedia/commons/c/ce/The_Dubourg_Family_by_Fantin-Latour.jpg,http://upload.wikimedia.org/wikipedia/commons/c/ce/The_Dubourg_Family_by_Fantin-Latour.jpg,691.0,587.0,0.39910098910331726,1.3259784e-05,0.20836416,6.9782166,-4131001608894769333
22097,https://2.bp.blogspot.com/-LSOYnZvlajs/Ucp9ouErPPI/AAAAAAAALnA/u4ioyHWBp3s/s640/26.jpg,"""""""Still Life Watercolor Paintings By """"""""Ottorino De Lucchi"""""""" 1951""""""",640.0,623.0,0.2985307276248932,4.988937e-07,0.061745554,6.500609,-4586405016620178092
22099,https://coloradoavidgolfer.com/wp-content/uploads/2020/06/CastlePines3.jpg,Castle Pines: Inside Clubhouse,900.0,550.0,0.3251238763332367,0.0004348457,0.068558134,6.6517787,2881564079486331421
22201,https://i.pinimg.com/736x/e3/f7/bf/e3f7bf2b93f337d574c0e1a161581003--women-boxing-fight-club.jpg,52 Powerful Photos Of Women Who Changed History Forever - Women boxing on a roof in LA. [1933],736.0,567.0,0.39496350288391113,0.00063052773,0.13808598,6.519237,4802970018639465048
22261,https://i1.wp.com/stuckincustoms.smugmug.com/Portfolio/i-rj4w7zn/0/8641fe68/900x634/Umbrella-900x634.jpg?resize=900%2C634&ssl=1,荒井沙織 With Umbrella In Asakusa,900.0,634.0,0.3465883433818817,0.001321882,0.17214629,6.6843033,-7206235948645441855
22292,https://images.squarespace-cdn.com/content/v1/5d13d0df448010000183552d/1562745762878-5KVH8ZAQVN2GG65DFUEF/ke17ZwdGBToddI8pDm48kJxqeSkYfd4lXS1QMh_X-J5Zw-zPPgdn4jUwVcJE1ZvWQUxwkmyExglNqGp0IvTJZamWLI2zvYWH8K3-s_4yszcp2ryTI0HqTOaaUohrI8PIYrTRnfmGwZTQKHFPB3J7IjVin9OyuN6-_8x3RKV9Tb4KMshLAGzx4R3EDFOm1kBS/mountain-running-le-brevent-mont-blanc-summit-view.jpg,Donnie Campbell running nearby Le Brévent with the summit of Mont Blanc in the background,900.0,599.0,0.30868980288505554,0.0042036176,0.11194602,6.5745983,-1622924427020194267
22305,https://samysunderwater.files.wordpress.com/2015/08/todd_winner-9497.jpg,Sea Lion silhouette,533.0,800.0,0.31355157494544983,0.0001386404,0.86340123,6.590726,-4590910537171993034
22323,https://i-ogp.pximg.net/c/1050x550_80_a2_g2/img-master/img/2014/03/29/17/07/25/42552482_p0_master1200.jpg,Last Exile -Fam the Silver Wing- Edition,1050.0,550.0,0.28933659195899963,0.00038716197,0.06085226,6.587261,-4098899150546176649
22409,https://www.artcountrycanada.com/images/grelle-buffalo-rattler.jpg,Martin Grelle The Buffalo Rattler,600.0,553.0,0.32989025115966797,2.1794865e-05,0.093184434,6.6068125,3556007183572390201
22493,"https://res.cloudinary.com/fleetnation/image/private/c_fill,g_center,h_640,w_640/v1545494000/vt5wcojzzsw0ghflnsjr.jpg","""""""wise old man"""" stock image""",640.0,640.0,0.31377384066581726,1.0487632e-05,0.07519818,6.832786,-5591134534052134920
22565,https://i0.wp.com/www.denverpost.com/wp-content/uploads/2016/07/frederick-douglass.jpg?w=620&amp;crop=0%2C0px%2C100%2C9999px,Frederick Douglass wanted blacks to stay in their Southern communities after the Civil War.,620.0,772.0,0.3175833821296692,3.731737e-07,,6.511178,7896917920828741639
22768,https://webneel.com/daily/sites/default/files/images/daily/01-2016/girl-color-pencil-drawing-by-pedrolopesart.jpg,color pencil drawings,640.0,640.0,0.3185429871082306,0.00012400746,0.74200094,6.659917,2908199377346436154
